,聚类种类,IsActiveStatus,IsActiveAssetStage,CrCardAssetStage,Exited
3293,2,5,8,9,0
3294,2,3,8,9,1
3295,2,5,7,7,0
3296,2,5,8,9,0
3297,2,5,8,9,1
3298,2,4,6,6,0
3299,2,4,8,9,1
3300,1,2,2,9,1
3301,2,5,7,7,0
3302,2,4,6,6,1
3303,2,5,8,9,1
3304,1,0,2,9,0
3305,2,4,6,6,0
3306,1,1,0,6,0
3307,1,2,2,9,0
3308,1,2,2,9,0
3309,1,1,2,2,0
3310,1,0,2,9,1
3311,1,2,2,9,0
3312,2,3,8,2,0
3313,2,3,6,0,0
3314,2,5,8,9,0
3315,1,0,0,6,0
3316,1,0,2,2,0
3317,2,4,6,6,0
3318,1,1,2,2,0
3319,1,1,0,6,0
3320,1,0,0,6,1
3321,1,0,0,6,0
3322,2,5,8,2,0
3323,2,3,8,9,0
3324,2,5,6,6,0
3325,1,1,2,9,1
3326,2,4,8,9,1
3327,1,1,2,9,1
3328,2,3,8,9,0
3329,2,3,8,9,1
3330,1,0,2,9,1
3331,1,0,0,0,1
3332,1,1,2,9,0
3333,2,3,7,2,0
3334,2,4,6,0,0
3335,1,1,2,9,0
3336,1,1,2,9,1
3337,1,1,0,0,0
3338,1,1,2,9,1
3339,2,3,6,0,0
3340,2,4,6,0,0
3341,2,5,6,6,0
3342,2,5,8,9,1
3343,1,0,2,9,1
3344,2,5,8,9,0
3345,1,0,0,6,0
3346,2,3,8,9,0
3347,2,3,8,2,0
3348,2,3,6,6,0
3349,1,2,2,2,0
3350,1,0,2,9,0
3351,2,5,7,2,0
3352,1,1,0,6,0
3353,1,1,0,0,0
3354,2,3,8,2,0
3355,1,2,0,0,0
3356,1,0,0,6,0
3357,2,3,6,0,0
3358,2,5,8,9,0
3359,1,1,2,9,0
3360,2,5,6,6,0
3361,2,3,7,7,0
3362,2,4,6,6,0
3363,2,3,8,2,0
3364,2,5,6,6,0
3365,1,1,2,9,0
3366,2,3,8,2,0
3367,1,2,2,9,0
3368,1,1,2,9,0
3369,1,0,0,6,0
3370,2,3,8,9,0
3371,2,3,8,9,0
3372,2,3,6,0,0
3373,1,2,2,9,0
3374,1,2,0,6,0
3375,1,2,2,9,0
3376,2,3,8,9,0
3377,1,2,1,2,1
3378,2,5,8,9,0
3379,1,0,0,6,1
3380,1,0,1,2,0
3381,1,0,0,6,0
3382,1,0,0,0,1
3383,2,5,7,2,0
3384,2,5,6,6,0
3385,2,3,6,0,0
3386,2,5,8,9,0
3387,2,5,8,2,1
3388,2,4,6,0,0
3389,2,5,6,6,0
3390,1,2,0,0,0
3391,2,5,6,6,0
3392,1,1,2,9,0
3393,1,2,2,2,0
3394,1,0,2,2,1
3395,2,3,8,2,0
3396,1,0,2,9,1
3397,2,3,6,6,0
3398,1,0,2,9,1
3399,2,3,8,9,0
3400,1,1,2,2,0
3401,1,1,0,6,1
3402,1,1,2,2,0
3403,2,3,6,0,0
3404,1,1,0,6,0
3405,1,2,2,9,0
3406,1,2,2,9,0
3407,2,5,8,2,0
3408,2,4,8,9,0
3409,1,0,0,6,0
3410,2,3,8,2,0
3411,2,3,6,0,0
3412,1,1,2,9,0
3413,1,1,2,9,0
3414,1,2,2,9,0
3415,1,2,0,6,0
3416,2,5,7,2,0
3417,1,2,2,9,0
3418,2,3,8,9,0
3419,1,0,2,9,0
3420,2,4,6,6,0
3421,1,2,2,9,1
3422,1,1,2,9,0
3423,2,4,7,7,0
3424,1,1,2,2,1
3425,2,3,6,6,1
3426,1,1,0,6,0
3427,2,5,8,9,0
3428,2,4,8,9,0
3429,1,2,0,6,0
3430,2,3,6,6,0
3431,1,1,1,2,1
3432,1,1,2,9,1
3433,1,1,2,9,0
3434,1,1,2,9,1
3435,1,2,1,7,0
3436,2,5,8,9,0
3437,1,0,2,9,1
3438,2,4,7,2,1
3439,2,4,6,6,0
3440,1,2,2,9,0
3441,2,4,8,9,0
3442,1,2,1,7,0
3443,2,3,8,2,0
3444,1,2,0,0,0
3445,1,1,2,9,1
3446,1,2,2,9,1
3447,2,3,6,6,0
3448,2,3,6,0,0
3449,2,5,8,9,1
3450,2,5,8,2,0
3451,2,4,8,9,0
3452,1,2,0,0,0
3453,2,5,7,7,0
3454,2,4,6,0,0
3455,2,4,6,0,0
3456,1,0,0,6,0
3457,1,0,2,9,0
3458,1,1,2,9,0
3459,1,1,2,9,1
3460,1,0,0,0,0
3461,2,3,8,9,0
3462,1,0,2,9,1
3463,2,3,8,9,1
3464,2,3,6,0,0
3465,1,2,2,9,0
3466,1,0,2,9,0
3467,1,0,0,6,0
3468,2,3,6,6,0
3469,2,5,6,6,0
3470,1,1,2,9,0
3471,1,0,0,6,0
3472,2,4,8,9,0
3473,2,3,6,6,0
3474,1,0,2,9,0
3475,1,2,2,9,0
3476,2,4,6,0,0
3477,1,2,2,9,0
3478,2,5,8,2,1
3479,1,1,2,2,0
3480,2,4,6,0,0
3481,1,1,2,9,1
3482,2,5,6,6,0
3483,2,3,8,9,0
3484,1,1,0,6,0
3485,1,0,0,0,0
3486,1,0,0,6,0
3487,2,3,7,7,0
3488,1,1,1,7,0
3489,1,0,1,7,0
3490,2,3,7,7,0
3491,1,0,2,9,0
3492,2,3,6,6,0
3493,1,0,2,9,0
3494,1,0,0,0,0
3495,1,1,1,7,0
3496,2,5,6,6,0
3497,2,4,6,6,0
3498,2,5,8,9,0
3499,2,3,8,9,0
3500,1,0,2,2,0
3501,2,4,6,6,0
3502,1,0,0,0,1
3503,2,3,8,9,0
3504,1,1,0,0,0
3505,1,1,0,0,0
3506,2,4,7,7,0
3507,2,4,7,7,1
3508,1,1,0,6,0
3509,2,4,8,9,0
3510,2,5,7,2,0
3511,2,5,6,6,0
3512,2,4,6,6,0
3513,1,1,0,0,0
3514,1,0,2,9,0
3515,2,5,7,7,0
3516,1,0,0,6,0
3517,1,2,2,9,1
3518,2,5,7,2,0
3519,1,0,2,9,0
3520,2,3,6,0,0
3521,2,5,8,2,0
3522,2,4,8,9,1
3523,1,0,0,0,1
3524,1,2,1,7,0
3525,1,2,2,9,0
3526,1,1,2,9,1
3527,1,2,2,2,1
3528,2,5,6,0,0
3529,2,4,6,6,0
3530,1,0,2,9,0
3531,1,1,2,9,0
3532,2,3,8,9,1
3533,2,5,6,6,1
3534,1,1,2,9,0
3535,1,1,2,2,0
3536,2,5,8,9,0
3537,1,1,1,7,0
3538,1,0,0,6,0
3539,2,5,8,2,0
3540,2,4,6,6,0
3541,1,0,1,2,0
3542,2,3,6,6,0
3543,1,2,2,9,1
3544,1,1,1,7,0
3545,1,1,2,9,0
3546,2,4,8,2,0
3547,1,0,2,2,0
3548,1,2,2,9,1
3549,2,3,6,6,0
3550,1,2,0,6,1
3551,1,0,2,9,1
3552,2,3,6,0,0
3553,1,2,0,6,0
3554,1,1,2,9,0
3555,2,4,8,9,0
3556,2,3,6,6,0
3557,1,2,2,2,0
3558,1,1,2,9,0
3559,2,4,8,9,0
3560,2,3,8,9,0
3561,1,2,2,2,0
3562,2,4,8,9,1
3563,2,4,6,6,0
3564,1,1,0,0,0
3565,2,5,6,0,0
3566,1,2,0,6,0
3567,1,2,2,9,1
3568,2,5,7,7,0
3569,2,3,8,9,0
3570,2,5,8,2,0
3571,2,4,8,9,0
3572,1,1,2,9,0
3573,2,5,8,2,1
3574,2,3,8,9,0
3575,2,5,8,9,0
3576,1,2,0,0,0
3577,1,2,0,6,0
3578,2,4,8,2,0
3579,2,3,6,0,0
3580,1,1,2,9,1
3581,1,0,0,0,1
3582,2,5,6,6,0
3583,1,1,2,9,1
3584,2,4,8,9,0
3585,1,0,2,9,1
3586,1,2,2,9,0
3587,1,2,0,6,0
3588,2,4,6,6,0
3589,1,2,0,6,1
3590,1,2,2,9,0
3591,1,2,2,9,0
3592,2,4,8,2,1
3593,2,4,8,9,0
3594,1,1,0,0,0
3595,2,5,8,9,0
3596,2,5,6,6,0
3597,1,1,0,6,1
3598,1,2,2,2,0
3599,1,2,2,2,0
3600,1,2,2,2,0
3601,1,2,1,7,0
3602,1,0,0,6,0
3603,1,2,0,6,0
3604,2,5,7,7,0
3605,2,3,7,2,0
3606,2,3,6,6,0
3607,2,5,8,9,0
3608,2,4,6,6,0
3609,2,4,8,9,0
3610,1,1,2,2,0
3611,1,0,2,9,1
3612,1,2,2,9,0
3613,2,3,8,9,0
3614,2,4,6,6,0
3615,1,1,2,2,0
3616,1,2,1,7,0
3617,2,3,6,6,0
3618,2,4,8,2,0
3619,2,4,8,9,0
3620,2,5,8,9,1
3621,2,3,8,9,0
3622,1,2,2,9,1
3623,1,1,2,2,0
3624,2,5,8,9,0
3625,2,3,8,9,1
3626,1,1,1,7,0
3627,1,1,2,2,1
3628,2,3,6,0,1
3629,2,5,8,9,0
3630,1,1,0,6,0
3631,1,1,0,0,0
3632,1,0,2,9,1
3633,2,5,6,0,0
3634,1,0,2,9,0
3635,2,3,6,6,0
3636,1,2,2,9,0
3637,1,1,0,0,0
3638,2,5,6,6,0
3639,2,4,8,2,0
3640,2,3,6,6,0
3641,1,2,2,9,0
3642,1,1,2,9,0
3643,2,5,8,9,0
3644,2,4,8,9,0
3645,1,2,0,6,0
3646,2,4,6,6,0
3647,2,3,6,0,0
3648,1,2,0,6,0
3649,2,3,8,2,1
3650,2,5,6,0,0
3651,1,0,2,9,1
3652,2,5,8,9,0
3653,1,1,0,6,0
3654,2,4,6,6,0
3655,1,1,2,9,0
3656,2,5,8,9,0
3657,2,5,8,9,0
3658,1,2,2,9,0
3659,2,3,6,6,0
3660,1,2,0,6,0
3661,1,0,2,9,0
3662,1,2,2,9,0
3663,1,2,0,0,0
3664,1,1,0,6,0
3665,1,0,1,2,0
3666,2,4,6,6,0
3667,1,1,1,2,0
3668,1,0,2,9,0
3669,1,0,0,6,0
3670,2,3,8,9,0
3671,2,4,8,9,0
3672,1,0,1,2,0
3673,1,1,0,6,0
3674,2,3,8,9,0
3675,2,4,6,0,0
3676,1,0,2,9,1
3677,1,2,2,2,0
3678,2,4,6,6,0
3679,1,2,0,6,0
3680,2,4,6,0,0
3681,2,3,6,6,1
3682,1,2,2,9,0
3683,1,1,0,6,0
3684,1,1,2,9,1
3685,1,1,0,0,0
3686,1,0,2,9,0
3687,1,1,2,9,0
3688,1,0,2,2,0
3689,1,0,2,2,0
3690,2,3,8,9,0
3691,1,1,2,9,1
3692,1,2,2,9,1
3693,2,3,8,9,0
3694,1,2,2,9,1
3695,2,4,6,6,0
3696,1,2,2,9,0
3697,2,3,6,0,0
3698,2,4,8,9,1
3699,2,4,6,6,0
3700,2,4,6,6,0
3701,1,0,1,7,1
3702,1,0,2,9,0
3703,1,1,0,6,0
3704,2,3,7,7,0
3705,1,0,0,0,0
3706,2,5,8,9,0
3707,1,2,1,7,0
3708,2,5,6,6,0
3709,2,5,8,9,0
3710,1,0,2,2,1
3711,2,4,8,2,0
3712,2,4,6,0,0
3713,1,2,2,2,0
3714,2,3,6,6,0
3715,2,3,8,9,0
3716,1,0,2,9,0
3717,2,3,6,6,0
3718,1,2,2,9,1
3719,2,5,8,9,0
3720,1,1,2,9,0
3721,2,3,6,0,1
3722,1,0,0,0,0
3723,2,5,6,6,0
3724,1,1,0,6,1
3725,2,5,8,9,0
3726,1,2,0,6,0
3727,2,5,8,9,0
3728,1,1,0,6,0
3729,1,2,0,6,0
3730,1,0,2,9,0
3731,2,3,8,9,0
3732,1,0,0,0,0
3733,2,5,6,6,0
3734,1,0,2,2,0
3735,1,1,0,6,0
3736,1,0,2,9,0
3737,1,1,2,2,0
3738,2,3,6,0,0
3739,2,3,6,0,0
3740,2,5,8,9,0
3741,1,2,2,9,0
3742,2,5,6,6,0
3743,2,3,6,6,1
3744,1,2,2,9,0
3745,2,3,8,9,1
3746,2,5,8,9,0
3747,1,2,2,9,0
3748,2,5,6,6,0
3749,1,1,2,2,0
3750,2,3,8,9,0
3751,1,2,2,9,0
3752,1,2,0,6,0
3753,2,4,8,9,1
3754,1,1,2,9,0
3755,1,0,1,7,1
3756,1,1,2,9,1
3757,2,4,8,9,0
3758,1,0,2,9,0
3759,1,1,0,0,0
3760,1,2,2,9,1
3761,1,0,0,6,1
3762,2,3,8,9,0
3763,2,5,8,9,0
3764,2,4,6,6,0
3765,2,3,6,6,0
3766,2,4,6,6,0
3767,2,5,8,9,0
3768,2,4,6,6,0
3769,1,1,2,9,0
3770,2,3,8,2,0
3771,2,5,6,6,0
3772,1,1,1,7,1
3773,2,5,8,9,0
3774,1,1,0,0,0
3775,1,1,0,6,0
3776,1,0,0,6,1
3777,2,5,6,6,0
3778,2,3,8,2,0
3779,2,3,6,6,0
3780,1,0,2,9,0
3781,2,5,7,2,0
3782,1,1,2,9,1
3783,2,3,8,9,0
3784,1,1,2,2,1
3785,1,2,2,9,0
3786,2,5,6,6,0
3787,2,5,8,9,0
3788,2,5,8,9,0
3789,1,2,2,9,0
3790,1,2,1,2,0
3791,2,5,6,0,1
3792,2,3,6,0,1
3793,2,4,8,9,1
3794,1,2,2,2,0
3795,2,5,8,2,1
3796,1,0,2,2,0
3797,1,2,2,2,0
3798,2,3,8,9,0
3799,2,5,6,6,0
3800,1,2,2,9,0
3801,2,5,8,2,1
3802,1,2,0,6,0
3803,2,3,7,7,0
3804,1,0,0,0,0
3805,2,3,7,2,1
3806,1,0,0,6,1
3807,1,1,2,9,0
3808,2,3,6,6,0
3809,2,3,8,9,1
3810,1,0,0,6,1
3811,2,5,6,6,0
3812,1,1,0,6,0
3813,2,4,8,2,1
3814,2,3,8,9,0
3815,1,2,2,9,0
3816,2,4,6,6,1
3817,2,5,8,9,0
3818,2,3,6,0,0
3819,2,5,7,2,0
3820,2,3,8,2,0
3821,2,3,8,2,0
3822,2,3,8,9,0
3823,2,3,6,0,0
3824,1,0,2,9,1
3825,2,5,6,0,0
3826,2,5,8,2,0
3827,1,2,2,9,0
3828,1,2,2,2,0
3829,2,5,7,2,1
3830,1,0,2,9,0
3831,1,1,0,0,0
3832,1,0,2,9,0
3833,1,1,0,6,0
3834,1,1,1,7,0
3835,2,4,8,9,0
3836,2,5,8,2,0
3837,2,3,8,2,0
3838,2,3,6,6,0
3839,2,4,8,2,0
3840,1,1,2,2,0
3841,1,0,2,9,0
3842,2,4,6,6,0
3843,1,2,0,6,0
3844,2,5,7,7,0
3845,2,4,8,9,0
3846,2,5,8,2,0
3847,2,5,6,6,0
3848,1,2,2,9,0
3849,1,2,2,9,0
3850,2,4,6,6,0
3851,1,2,2,9,0
3852,1,2,0,0,0
3853,2,3,8,2,0
3854,2,5,6,0,0
3855,1,1,0,6,0
3856,1,0,0,6,1
3857,2,3,8,9,0
3858,2,4,8,9,0
3859,1,0,2,2,0
3860,2,4,8,9,0
3861,1,2,0,6,1
3862,2,4,7,2,1
3863,2,4,6,0,0
3864,2,5,8,9,0
3865,2,3,8,9,0
3866,2,3,8,9,0
3867,2,3,8,9,0
3868,1,0,2,9,0
3869,1,2,2,9,0
3870,2,3,6,6,0
3871,1,0,2,9,1
3872,1,0,2,9,1
3873,2,3,6,6,0
3874,1,2,0,0,0
3875,2,4,7,7,0
3876,1,0,2,9,1
3877,2,5,8,9,0
3878,2,3,6,6,0
3879,2,3,6,6,0
3880,2,5,8,9,0
3881,2,3,6,0,1
3882,1,0,1,2,0
3883,2,3,8,9,0
3884,1,1,1,7,0
3885,1,1,2,9,0
3886,1,1,2,9,0
3887,1,2,2,9,0
3888,1,1,0,6,0
3889,2,4,6,6,0
3890,2,3,6,6,0
3891,1,2,0,0,0
3892,2,3,7,7,0
3893,2,5,7,7,0
3894,2,4,8,9,0
3895,1,0,0,0,0
3896,2,5,6,6,0
3897,2,4,8,9,0
3898,1,2,1,7,0
3899,2,5,8,9,0
3900,1,0,2,2,1
3901,2,4,6,6,0
3902,2,3,6,6,0
3903,1,2,2,9,0
3904,2,5,6,6,0
3905,1,2,0,6,0
3906,1,0,2,2,0
3907,1,0,0,0,0
3908,2,4,6,6,0
3909,2,3,6,6,0
3910,2,5,6,0,0
3911,2,3,6,6,0
3912,1,2,0,6,0
3913,2,4,8,2,0
3914,1,0,2,9,0
3915,1,1,2,9,0
3916,1,1,0,6,0
3917,2,5,8,9,0
3918,1,0,2,9,0
3919,2,5,8,9,0
3920,2,3,7,2,0
3921,2,4,8,9,0
3922,2,3,6,0,0
3923,2,4,6,6,0
3924,1,1,2,9,0
3925,1,2,2,9,0
3926,2,4,6,6,0
3927,2,4,8,2,0
3928,2,3,7,7,0
3929,2,4,8,9,1
3930,1,2,2,2,1
3931,2,3,8,9,1
3932,1,0,2,9,1
3933,1,1,0,0,0
3934,2,3,8,9,0
3935,1,0,2,9,0
3936,2,3,6,6,0
3937,2,4,6,6,0
3938,1,1,2,2,0
3939,2,3,7,7,0
3940,2,3,6,6,0
3941,2,3,6,6,0
3942,2,3,8,9,0
3943,1,0,0,6,0
3944,1,1,2,9,1
3945,2,3,6,6,0
3946,1,1,1,2,0
3947,2,5,8,2,0
3948,1,0,0,6,0
3949,1,1,2,9,1
3950,1,0,2,9,0
3951,2,3,8,9,0
3952,1,2,2,9,0
3953,2,3,8,9,0
3954,1,0,0,6,0
3955,1,0,2,9,1
3956,2,5,6,6,0
3957,2,4,8,2,0
3958,1,0,2,9,0
3959,1,1,1,7,0
3960,2,5,6,0,1
3961,1,1,0,6,0
3962,2,3,8,9,0
3963,2,5,6,6,0
3964,2,4,8,2,0
3965,1,1,2,9,0
3966,1,0,2,9,0
3967,1,2,2,9,1
3968,1,2,2,2,0
3969,1,0,2,2,0
3970,1,2,2,2,0
3971,2,5,7,7,0
3972,2,4,8,2,0
3973,1,1,2,9,1
3974,2,3,8,9,0
3975,1,0,2,9,0
3976,1,2,2,2,0
3977,1,1,2,9,0
3978,2,3,8,9,0
3979,2,3,6,6,0
3980,2,3,8,2,1
3981,1,1,0,6,0
3982,2,3,7,7,0
3983,2,4,8,9,0
3984,1,2,0,6,0
3985,1,2,2,9,1
3986,2,3,6,0,1
3987,1,0,2,9,0
3988,2,3,6,6,1
3989,1,2,2,2,1
3990,2,3,6,6,0
3991,1,1,2,9,0
3992,2,3,8,9,0
3993,2,5,8,9,0
3994,1,2,2,9,1
3995,1,0,2,9,0
3996,1,2,0,6,0
3997,2,4,6,6,0
3998,2,5,8,2,0
3999,2,4,8,9,0
4000,1,1,0,0,0
4001,1,1,2,9,0
4002,2,4,8,9,0
4003,1,1,0,0,0
4004,1,1,2,2,0
4005,2,4,6,6,0
4006,2,3,6,0,0
4007,1,1,2,9,0
4008,2,5,8,2,0
4009,1,2,0,6,0
4010,1,2,0,0,0
4011,1,0,2,9,0
4012,2,3,8,9,0
4013,2,3,6,6,1
4014,1,2,2,9,0
4015,2,5,8,2,0
4016,1,2,0,6,0
4017,1,2,0,0,0
4018,2,3,8,9,1
4019,2,4,7,2,0
4020,2,3,8,2,0
4021,1,0,2,9,0
4022,2,3,8,9,0
4023,2,5,6,6,0
4024,2,5,8,9,0
4025,1,0,2,9,1
4026,2,5,8,9,0
4027,2,3,6,6,0
4028,2,3,8,9,0
4029,1,0,0,6,0
4030,1,2,2,9,0
4031,2,5,8,9,0
4032,1,0,0,6,0
4033,2,3,8,9,0
4034,2,4,8,9,0
4035,2,3,6,0,1
4036,2,3,8,9,0
4037,1,1,2,2,0
4038,2,4,8,9,0
4039,2,3,8,2,0
4040,1,1,2,9,0
4041,1,2,0,6,0
4042,1,0,0,6,0
4043,1,0,2,9,1
4044,2,3,8,9,1
4045,1,2,2,9,0
4046,1,1,0,6,0
4047,1,1,1,2,0
4048,1,0,0,6,0
4049,1,1,1,2,0
4050,1,2,0,6,0
4051,2,5,6,0,0
4052,1,1,2,9,1
4053,2,4,8,9,0
4054,2,4,6,6,0
4055,1,0,2,9,1
4056,2,5,6,6,0
4057,1,0,2,9,0
4058,2,5,8,9,1
4059,2,5,8,9,0
4060,1,1,0,0,0
4061,1,0,2,9,0
4062,2,5,8,9,0
4063,2,5,8,9,0
4064,2,4,6,6,0
4065,2,4,8,9,0
4066,2,4,6,6,0
4067,2,3,8,2,0
4068,1,2,0,6,0
4069,2,4,6,6,0
4070,1,1,0,6,1
4071,2,3,6,0,0
4072,1,2,2,9,0
4073,1,0,0,0,0
4074,2,3,8,9,1
4075,1,0,0,6,0
4076,1,0,2,2,0
4077,2,4,6,6,0
4078,2,4,8,9,1
4079,2,5,8,9,0
4080,2,5,8,2,1
4081,1,0,0,6,0
4082,1,1,1,2,0
4083,1,0,0,6,0
4084,2,3,6,0,0
4085,2,3,8,9,0
4086,2,4,6,6,0
4087,2,3,6,0,0
4088,1,2,0,6,0
4089,1,2,2,2,1
4090,1,0,2,2,0
4091,2,3,8,9,0
4092,2,5,8,2,0
4093,1,1,0,6,0
4094,2,3,8,9,0
4095,1,2,2,9,0
4096,1,0,2,2,1
4097,2,5,8,9,0
4098,1,1,2,2,0
4099,1,1,1,7,0
4100,2,4,8,9,0
4101,2,5,8,9,0
4102,1,1,0,6,0
4103,2,3,8,9,1
4104,2,5,8,2,0
4105,2,5,8,9,0
4106,2,4,6,6,0
4107,2,5,8,9,0
4108,2,5,6,6,0
4109,2,5,6,6,0
4110,1,2,2,2,1
4111,1,2,0,6,0
4112,1,1,2,9,0
4113,2,5,6,6,0
4114,2,3,6,0,0
4115,1,1,1,7,0
4116,2,3,8,2,1
4117,2,4,8,9,0
4118,2,3,7,2,0
4119,1,0,2,9,0
4120,1,2,0,0,0
4121,2,5,8,9,0
4122,1,0,0,6,0
4123,2,3,6,6,1
4124,2,4,8,9,1
4125,1,1,2,9,0
4126,1,1,1,7,0
4127,1,0,2,9,0
4128,2,5,6,0,0
4129,2,4,6,6,0
4130,2,3,8,2,1
4131,2,4,8,2,0
4132,1,2,2,9,0
4133,2,3,8,2,0
4134,2,5,6,0,0
4135,2,5,8,2,0
4136,1,2,0,6,0
4137,2,3,8,9,0
4138,1,2,0,0,0
4139,2,4,8,9,0
4140,2,4,6,6,0
4141,1,1,2,9,1
4142,1,2,0,6,1
4143,1,2,2,9,0
4144,2,5,6,0,0
4145,2,3,8,2,0
4146,1,1,0,6,1
4147,2,3,8,9,0
4148,2,3,6,6,0
4149,1,2,1,2,0
4150,2,5,6,6,0
4151,2,4,6,6,0
4152,2,3,6,6,1
4153,1,2,2,2,0
4154,2,3,8,2,0
4155,1,0,0,0,0
4156,1,0,2,2,0
4157,2,4,7,7,0
4158,1,2,2,2,1
4159,1,2,2,9,1
4160,2,4,8,9,0
4161,2,3,7,7,0
4162,2,5,7,2,0
4163,2,3,8,2,0
4164,2,3,8,9,0
4165,2,5,8,9,1
4166,2,4,8,9,0
4167,1,2,0,6,0
4168,1,1,0,6,0
4169,2,3,7,7,0
4170,2,4,8,2,0
4171,1,1,0,0,0
4172,2,3,6,6,0
4173,1,0,0,6,0
4174,2,4,8,9,1
4175,1,0,0,6,0
4176,1,2,0,0,0
4177,1,2,0,6,0
4178,1,1,2,9,0
4179,2,4,8,9,0
4180,2,3,8,9,0
4181,2,5,6,0,0
4182,2,5,6,6,0
4183,2,3,8,9,0
4184,2,4,8,2,0
4185,2,3,6,0,0
4186,1,1,2,2,0
4187,1,1,0,6,0
4188,2,4,8,9,1
4189,2,5,6,6,0
4190,2,3,8,2,1
4191,2,5,8,9,0
4192,2,5,6,6,0
4193,2,4,8,9,0
4194,1,0,1,2,1
4195,2,5,8,9,0
4196,2,3,8,9,0
4197,1,0,0,0,0
4198,2,5,8,2,0
4199,1,1,2,9,0
4200,2,3,6,6,0
4201,1,2,2,9,0
4202,1,1,2,9,0
4203,1,2,2,9,1
4204,1,1,2,9,0
4205,2,3,8,2,1
4206,2,5,7,7,0
4207,2,5,8,9,1
4208,1,2,2,9,1
4209,2,4,6,6,0
4210,2,5,6,6,0
4211,2,5,6,6,1
4212,2,3,7,2,0
4213,2,5,6,6,0
4214,2,4,6,6,0
4215,1,2,0,6,0
4216,1,1,1,7,0
4217,1,0,2,9,1
4218,2,5,8,9,0
4219,1,0,0,6,1
4220,1,1,0,0,0
4221,1,2,1,7,0
4222,1,2,0,6,1
4223,1,2,0,0,0
4224,2,4,7,7,0
4225,1,2,2,9,0
4226,2,4,6,6,0
4227,1,1,0,6,0
4228,2,5,6,6,0
4229,2,3,7,7,0
4230,1,0,0,6,0
4231,2,5,6,0,0
4232,2,4,7,7,1
4233,1,1,0,6,0
4234,2,4,7,7,0
4235,2,4,6,0,0
4236,2,5,6,0,1
4237,2,5,8,2,0
4238,2,3,6,6,1
4239,2,4,8,9,0
4240,1,1,2,2,0
4241,1,1,2,9,1
4242,1,0,2,9,0
4243,2,4,6,6,0
4244,2,5,6,6,0
4245,2,5,8,9,0
4246,1,1,0,0,0
4247,2,3,8,9,0
4248,1,1,2,9,0
4249,1,2,2,9,0
4250,2,4,8,2,0
4251,2,3,6,6,0
4252,1,1,0,6,0
4253,2,5,8,9,0
4254,2,5,8,9,0
4255,1,1,2,9,0
4256,1,1,2,2,1
4257,2,4,8,9,1
4258,2,5,8,9,0
4259,1,0,2,9,1
4260,1,1,1,2,0
4261,1,0,0,6,0
4262,2,3,6,6,0
4263,2,3,8,9,0
4264,2,5,7,2,0
4265,1,2,2,2,0
4266,1,0,2,9,0
4267,1,0,0,6,0
4268,2,5,6,6,0
4269,2,5,8,9,0
4270,1,1,0,6,0
4271,2,3,8,9,0
4272,1,1,2,9,0
4273,1,2,2,9,1
4274,2,3,6,6,1
4275,1,1,0,0,0
4276,2,5,8,9,0
4277,2,4,6,0,0
4278,1,1,0,0,0
4279,1,2,2,2,1
4280,1,0,2,9,0
4281,1,2,2,9,1
4282,1,2,2,2,0
4283,1,2,2,9,0
4284,1,0,0,0,0
4285,1,2,2,9,0
4286,1,2,2,2,1
4287,2,5,6,6,0
4288,2,4,8,2,0
4289,2,3,6,6,1
4290,1,1,2,9,0
4291,2,4,8,9,0
4292,1,2,1,7,1
4293,2,3,6,6,0
4294,1,2,0,6,0
4295,2,4,6,6,0
4296,2,3,7,7,0
4297,2,3,8,9,0
4298,1,0,0,6,1
4299,1,1,0,0,0
4300,1,2,2,9,1
4301,1,0,0,0,0
4302,2,5,6,6,0
4303,2,5,6,0,0
4304,1,1,2,9,1
4305,2,5,6,0,0
4306,1,0,2,2,0
4307,1,2,2,9,0
4308,2,5,8,9,0
4309,1,0,0,6,0
4310,1,1,2,9,1
4311,1,0,2,9,0
4312,1,2,2,2,0
4313,2,3,8,9,0
4314,2,5,8,9,0
4315,1,2,2,9,0
4316,1,0,2,2,0
4317,1,2,1,7,0
4318,1,1,2,9,1
4319,1,1,2,9,0
4320,1,1,1,7,0
4321,1,2,2,9,0
4322,1,0,2,9,0
4323,2,5,8,2,0
4324,2,3,6,0,0
4325,2,4,6,6,0
4326,1,1,2,9,1
4327,2,3,8,9,0
4328,2,5,8,9,1
4329,2,4,8,9,0
4330,2,3,8,9,1
4331,2,5,8,9,0
4332,1,0,2,2,0
4333,2,5,6,6,0
4334,2,5,6,6,0
4335,1,0,2,9,0
4336,1,0,0,6,0
4337,2,5,8,2,0
4338,2,4,6,0,0
4339,2,3,8,9,0
4340,1,2,0,6,1
4341,2,5,8,2,0
4342,1,0,2,2,0
4343,2,3,8,2,1
4344,2,4,8,9,0
4345,2,4,8,9,0
4346,1,1,0,6,0
4347,1,0,0,6,0
4348,2,5,8,2,1
4349,2,5,7,7,1
4350,2,3,7,2,0
4351,2,5,7,7,0
4352,1,2,2,2,0
4353,2,3,8,9,0
4354,1,1,2,9,0
4355,1,2,0,0,0
4356,2,5,6,0,0
4357,1,2,2,9,0
4358,2,4,6,6,0
4359,2,5,6,6,0
4360,1,1,2,9,1
4361,2,4,6,6,0
4362,1,0,2,9,0
4363,1,2,2,9,0
4364,1,2,1,7,1
4365,1,2,0,6,0
